t,y
243,-6.28e-4
244,0.004468
245,-6.32e-4
246,-6.35e-4
247,-6.37e-4
248,0.004458
249,-6.42e-4
250,-6.45e-4
251,-6.48e-4
252,0.0044470000000000004
253,0.004445
254,0.00954
255,-6.57e-4
256,-6.59e-4
257,-6.62e-4
258,0.004434
259,-6.66e-4
260,0.004429
261,0.009523
262,0.009521
263,0.004423
264,0.004421
265,0.004419
266,0.009514
267,0.004415
268,0.00951
269,0.009509
270,0.00441
271,0.009504
272,0.009503
273,0.009501
274,0.014598
275,0.009499
276,0.014595
277,0.014594
278,0.014593
279,0.009494
280,0.009492
281,0.014588
282,0.009489
283,0.009488
284,0.014584
285,0.009485
286,0.019679
287,0.014581
288,0.009482
289,0.00948
290,0.014576
291,0.014575
292,0.014574
293,0.014573
294,0.014572
295,0.009473
296,0.009472
297,0.014568
298,0.014567
299,0.014566
300,0.014564
301,0.01966
302,0.014563
303,0.014562
304,0.014561
305,0.01456
306,0.014559
307,0.014558
308,0.014557
309,0.014556
310,0.019651
311,0.014554
312,0.01965
313,0.019649
314,0.019649
315,0.019649
316,0.019648
317,0.014551
318,0.01455
319,0.014548
320,0.014547
321,0.014546
322,0.019642
323,0.019641
324,0.014544
325,0.01964
326,0.014543
327,0.019639
328,0.014541
329,0.019637
330,0.014539
331,0.024733
332,0.014538
333,0.019634
334,0.019634
335,0.014536
336,0.014535
337,0.014534
338,0.01963
339,0.019629
340,0.014531
341,0.01453
342,0.014529
343,0.00943
344,0.014527
345,0.019623
346,0.019623
347,0.014525
348,0.014524
349,0.014523
350,0.014521
351,0.019617
352,0.01452
353,0.019616
354,0.014518
355,0.014517
356,0.004321
357,0.014514
358,0.014514
359,0.014512
360,0.01451
361,0.019606
362,0.009411
363,0.00941
364,0.009408
365,0.014505
366,0.009406
367,0.009404
368,0.009403
369,0.009401
370,0.009398
371,0.009397
372,0.009395
373,0.009394
374,0.009392
375,0.009391
376,0.004292
377,0.00429
378,0.004288
379,0.009383
380,0.004284
381,0.004282
382,0.00428
383,0.004278
384,0.009373
385,0.009371
386,0.004273
387,0.009368
388,0.004269
389,0.004266
390,0.004264
391,0.004262
392,0.009357
393,0.004258
394,0.004256
395,0.004254
396,0.004252
397,0.00425
398,0.004248
399,0.004245
400,0.004243
401,0.009338
402,0.004239
403,-8.61e-4
404,-8.63e-4
405,0.004232
406,-8.68e-4
407,0.004227
408,0.004225
409,0.004223
410,-8.78e-4
411,-8.81e-4
412,0.004215
413,0.004213
414,0.009308
415,-8.89e-4
416,-8.91e-4
417,0.004204
418,0.004202
419,-8.98e-4
420,0.004196
421,-9.04e-4
422,0.004192
423,0.00419
424,0.004188
425,0.004186
426,0.004184
427,-9.16e-4
428,-9.19e-4
429,0.004176
430,-9.25e-4
431,-9.27e-4
432,0.004168
433,-9.32e-4
434,-9.35e-4
435,-9.37e-4
436,-9.4e-4
437,-9.42e-4
438,-9.45e-4
439,0.00415
440,0.004147
441,0.004145
442,0.004143
443,0.004141
444,0.009236
445,0.004138
446,0.004136
447,0.014329
448,0.014328
449,0.009228
450,0.014324
451,0.014323
452,0.004127
453,0.01432
454,0.014319
455,0.014318000000000001
456,0.014317
457,0.019413
458,0.014316
459,0.019411
460,0.014313
461,0.014312
462,0.019408
463,0.019408
464,0.019408
465,0.024505
466,0.024505
467,0.024505
468,0.019408
469,0.019407
470,0.019405
471,0.024503
472,0.024503
473,0.024503
474,0.024504
475,0.019406
476,0.024503
477,0.024503
478,0.024504
479,0.019405
480,0.024502
481,0.029599
482,0.0296
483,0.0296
484,0.024504
485,0.029601
486,0.029602
487,0.029603
488,0.029603
489,0.029603
490,0.024506
491,0.029604
492,0.024507
493,0.029604
494,0.024508
495,0.024508
496,0.01941
497,0.024508
498,0.024508
499,0.024508
500,0.019409
501,0.024507
502,0.024507
503,0.029604
504,0.024508
505,0.024508
506,0.01941
507,0.024508
508,0.01941
509,0.024507
510,0.024506
511,0.024506
512,0.024506
513,0.029604
514,0.029604
515,0.024508
516,0.024508
517,0.024508
518,0.029605
519,0.024508
520,0.029605
521,0.024509
522,0.029606
523,0.029606
524,0.029607
525,0.029608
526,0.029609
527,0.029609
528,0.02961
529,0.02961
530,0.02961
531,0.024514
532,0.024514
533,0.029611
534,0.024515
535,0.024515
536,0.024515
537,0.029612
538,0.024516
539,0.029612
540,0.029612
541,0.029613
542,0.029614
543,0.029614
544,0.024518
545,0.024518
546,0.029615
547,0.024519
548,0.024519
549,0.029616
550,0.024519
551,0.029616
552,0.024519
553,0.029617
554,0.029617
555,0.019423
556,0.034716
557,0.019424
558,0.024521
559,0.024521
560,0.02452
561,0.029618
562,0.029618
563,0.029619
564,0.02962
565,0.02962
566,0.029621
567,0.03472
568,0.029623
569,0.029623
570,0.024526
571,0.024526
572,0.019428
573,0.024526
574,0.029623
575,0.029624
576,0.029624
577,0.024528
578,0.024528
579,0.024528
580,0.024527
581,0.024527
582,0.029624
583,0.024528
584,0.024528
585,0.024528
586,0.024529
587,0.019431
588,0.024528
589,0.024528
590,0.024527
591,0.024527
592,0.01943
593,0.024527
594,0.024527
595,0.019429
596,0.024527
597,0.024527
598,0.024527
599,0.024527
600,0.024526
601,0.024527
602,0.019429
603,0.024526
604,0.019428
605,0.024526
606,0.019428
607,0.019428
608,0.029622
609,0.019427
610,0.024524
611,0.024524
612,0.019427
613,0.019426
614,0.029621
615,0.029621
616,0.019427
617,0.019427
618,0.024524
619,0.019426
620,0.019425
621,0.024522
622,0.024523
623,0.024523
624,0.024523
625,0.024523
626,0.024523
627,0.024523
628,0.024523
629,0.024523
630,0.019424
631,0.024522
632,0.029619
633,0.02962
634,0.024524
635,0.024524
636,0.024524
637,0.019426
638,0.029621
639,0.024524
640,0.019425
641,0.024523
642,0.024523
643,0.02962
644,0.024524
645,0.019426
646,0.019425
647,0.024523
648,0.024523
649,0.024523
650,0.019424
651,0.024522
652,0.024522
653,0.024522
654,0.024522
655,0.024522
656,0.024522
657,0.024523
658,0.024523
659,0.024522
660,0.024522
661,0.024522
662,0.024522
663,0.019424
664,0.024522
665,0.029619
666,0.024523
667,0.024523
668,0.024523
669,0.024522
670,0.024522
671,0.024522
672,0.024522
673,0.024522
674,0.019424
675,0.024522
676,0.019424
677,0.024522
678,0.024522
679,0.019423
680,0.02452
681,0.019423
682,0.02452
683,0.02452
684,0.02452
685,0.019423
686,0.02452
687,0.02452
688,0.02452
689,0.02452
690,0.024519
691,0.02452
692,0.029617
693,0.02452
694,0.024521
695,0.024521
696,0.024521
697,0.024521
698,0.019423
699,0.019422
700,0.024519
701,0.024519
702,0.024519
703,0.024519
704,0.02452
705,0.019422
706,0.019421
707,0.019421
708,0.024519
709,0.024518
710,0.024518
711,0.024518
712,0.024518
713,0.029615
714,0.024519
715,0.019421
716,0.024518
717,0.024519
718,0.019421
719,0.01942
720,0.019419
721,0.019418
722,0.019418
723,0.019417
724,0.019417
725,0.01432
726,0.019416
727,0.019415
728,0.014318000000000001
729,0.019413
730,0.014315
731,0.014314
732,0.01941
733,0.01941
734,0.01941
735,0.024507
736,0.024507
737,0.024507
738,0.01941
739,0.024507
740,0.024506
741,0.019408
742,0.024506
743,0.029603
744,0.029604
745,0.034702
746,0.029605
747,0.029606
748,0.034705
749,0.039802
750,0.039804
751,0.050001
752,0.044906
753,0.055103
754,0.055107
755,0.060208
756,0.065309
757,0.065314
758,0.070416
759,0.070421
760,0.065327
761,0.070429
762,0.075531
763,0.075537000000000007
764,0.075543
765,0.075548
766,0.080652
767,0.080658
768,0.080664
769,0.085766
770,0.080675
771,0.080681
772,0.085785
773,0.085791
774,0.085798
775,0.085805
776,0.085811
777,0.085818
778,0.085824
779,0.090929
780,0.090935
781,0.096039
782,0.101145
783,0.10625
784,0.111357
785,0.116463
786,0.121571
787,0.121582
788,0.131787
789,0.136895
790,0.142005
791,0.147114
792,0.157323
793,0.167533
794,0.172645
795,0.182856
796,0.187971
797,0.20328
798,0.218592
799,0.228807
800,0.239024
801,0.249242
802,0.254363
803,0.264583
804,0.279901
805,0.279928
806,0.300345
807,0.31057
808,0.325893
809,0.346315
810,0.371836
811,0.392263
812,0.407594
813,0.422928
814,0.433166
815,0.438306
816,0.453643
817,0.474079
818,0.484322
819,0.499663
820,0.520103
821,0.530351
822,0.550795
823,0.561046
824,0.581493
825,0.601942
826,0.617296
827,0.637749
828,0.653107
829,0.673563
830,0.699119
831,0.724679
832,0.740045
833,0.745219
834,0.765686
835,0.77596
836,0.79643
837,0.801609
838,0.822082
839,0.827263
840,0.837543
841,0.858019
842,0.868303
843,0.883686
844,0.904167
845,0.92465
846,0.945136
847,0.965623
848,0.986113
849,1.001508
850,1.016903
851,1.047594
852,1.062995
853,1.068203
854,1.078509
855,1.093913
856,1.099124
857,1.11453
858,1.129939
859,1.135152
860,1.150563
861,1.15578
862,1.160997
863,1.166216
864,1.176532
865,1.176654
866,1.181873
867,1.181996
868,1.187216
869,1.187338
870,1.187461
871,1.187585
872,1.18261
873,1.177636
874,1.17266
875,1.167684
876,1.1729019999999999
877,1.162829
878,1.162949
879,1.157972
880,1.163189
881,1.158212
882,1.163429
883,1.158453
884,1.153475
885,1.158692
886,1.153714
887,1.153834
888,1.143758
889,1.138777
890,1.133798
891,1.128817
892,1.118739
893,1.10866
894,1.103677
895,1.093596
896,1.083514
897,1.078528
898,1.073542
899,1.058359
900,1.053371
901,1.027992
902,1.017902
903,0.997617
904,0.987525
905,0.967236
906,0.952043
907,0.936849
908,0.926749
909,0.91155
910,0.896351
911,0.881151
912,0.865948
913,0.850744
914,0.835538
915,0.820331
916,0.800024
917,0.784814
918,0.764503
919,0.749287
920,0.739168
921,0.708658
922,0.683242
923,0.662921
924,0.642597
925,0.617175
926,0.601944
927,0.581614
928,0.561282
929,0.540947
930,0.530806
931,0.520664
932,0.520716
933,0.525864
934,0.525916
935,0.525969
936,0.526021
937,0.531171
938,0.526125
939,0.526177
940,0.521132
941,0.521183
942,0.521235
943,0.516189
944,0.506045
945,0.500998
946,0.501047
947,0.490901
948,0.490949
949,0.480801
950,0.470654
951,0.455408
952,0.450355
953,0.450399
954,0.440248
955,0.430096
956,0.430138
957,0.419984
958,0.420025
959,0.40987
960,0.394618
961,0.374265
962,0.374301
963,0.353947
964,0.348883
965,0.338721
966,0.328559
967,0.318395
968,0.308229
969,0.298062
970,0.287895
971,0.277727
972,0.267556
973,0.262484
974,0.252313
975,0.242141
976,0.22687
977,0.216695
978,0.201421
979,0.19634
980,0.181065
981,0.170885
982,0.165802
983,0.15562
984,0.145438
985,0.135255
986,0.130167
987,0.119982
988,0.109795
989,0.104705
990,0.099614
991,0.094524
992,0.09453
993,0.084341
994,0.079248
995,0.063961
996,0.058866
997,0.048673
998,0.043575
999,0.038479
1000,0.033381
1001,0.028283
1002,0.028282
1003,0.023183
1004,0.018085
1005,0.018083
1006,0.007886
1007,0.018078
1008,0.012977
1009,0.018072
1010,0.012972
1011,0.012969
1012,0.012967
1013,0.012964
1014,0.012962
1015,0.007862
1016,0.012956
1017,0.012953
1018,0.007853
1019,0.007849
1020,0.007846
1021,0.007843
1022,0.00784
1023,0.007837
1024,0.007834
1025,0.002733
1026,0.007827
1027,0.007824
1028,0.002722
1029,0.002718
1030,0.002714
1031,0.007809
1032,0.002707
1033,0.002704
1034,0.0027
1035,0.002696
1036,0.002693
1037,0.002689
1038,-0.002412
1039,-0.002417
1040,-0.002421
1041,-0.002425
1042,-0.00243
1043,-0.002434
1044,0.002659
1045,-0.002442
1046,-0.002446
1047,0.002647
1048,-0.002454
1049,-0.002459
1050,-0.002463
1051,-0.002468
1052,-0.002472
1053,-0.002476
1054,-0.00248
1055,-0.002484
1056,-0.002489
1057,0.002604
1058,-0.002497
1059,-0.002502
1060,0.002591
1061,-0.00251
1062,-0.002514
1063,-0.002518
1064,-0.002522
1065,0.002571
1066,0.002567
1067,-0.002534
1068,-0.002539
1069,0.002554
1070,0.00255
1071,0.007644
1072,0.002543
1073,0.002539
1074,0.002536
1075,0.002532
1076,0.002529
1077,0.002525
1078,0.002521
1079,0.002516
1080,0.002513
1081,0.007607
1082,0.007604
1083,0.007601
1084,0.007598
1085,-0.002601
1086,0.00759
1087,0.007587
1088,0.002485
1089,0.002481
1090,0.007575
1091,-0.002623
1092,0.007568
1093,0.002467
1094,0.007561
1095,0.00246
1096,0.007555
1097,0.012649
1098,0.00245
1099,0.007544
1100,0.007541
1101,0.007538
1102,0.012632000000000001
1103,0.012629
1104,0.012627
1105,0.017722
1106,0.022817
1107,0.022815
1108,0.033008
1109,0.038105
1110,0.0483
1111,0.053399
1112,0.068693
1113,0.0636
1114,0.073798
1115,0.078899
1116,0.084001
1117,0.089103
1118,0.089108
1119,0.094211
1120,0.094217
1121,0.09932
1122,0.104425
1123,0.109529
1124,0.114635
1125,0.114643
1126,0.119748
1127,0.124855
1128,0.124864
1129,0.135068
1130,0.145273
1131,0.15548
1132,0.165687
1133,0.186091
1134,0.196302
1135,0.211612
1136,0.216727
1137,0.232039
1138,0.247351
1139,0.252471
1140,0.267786
1141,0.283104
1142,0.298423
1143,0.313743
1144,0.334162
1145,0.359682
1146,0.375008
1147,0.40563
1148,0.426058
1149,0.436294
1150,0.451629
1151,0.466966
1152,0.487401
1153,0.502742
1154,0.528279
1155,0.553819
1156,0.569166
1157,0.59471
1158,0.620257
1159,0.650903
1160,0.671358
1161,0.696913
1162,0.732666
1163,0.75313
1164,0.758304
1165,0.77877
1166,0.804336
1167,0.829906
1168,0.850379
1169,0.870855
1170,0.896432
1171,0.911815
1172,0.942494
1173,0.968077
1174,0.988566
1175,1.014155
1176,1.044843
1177,1.070438
1178,1.080742
1179,1.101242
1180,1.116647
1181,1.126957
1182,1.147463
1183,1.162873
1184,1.173188
1185,1.193698
1186,1.204016
1187,1.219433
1188,1.23485
1189,1.255366
1190,1.275886
1191,1.29131
1192,1.311833
1193,1.327261
1194,1.342689
1195,1.363218
1196,1.38375
1197,1.404282
1198,1.409524
1199,1.414766
1200,1.430204
1201,1.43545
1202,1.45089
1203,1.461235
1204,1.471581
1205,1.476831
1206,1.4871780000000001
1207,1.497527
1208,1.512974
1209,1.518227
1210,1.533677
1211,1.549127
1212,1.559482
1213,1.569838
1214,1.580196
1215,1.585457
1216,1.590718
1217,1.59598
1218,1.591047
1219,1.586113
1220,1.576082
1221,1.535465
1222,1.535624
1223,1.535782
1224,1.541038
1225,1.546295
1226,1.546454
1227,1.551711
1228,1.541675
1229,1.541834
1230,1.531798
1231,1.521761
1232,1.51682
1233,1.511879
1234,1.50184
1235,1.491799
1236,1.481758
1237,1.466617
1238,1.451476
1239,1.446526
1240,1.426285
1241,1.416237
1242,1.411285
1243,1.39104
1244,1.380988
1245,1.360738
1246,1.355781
1247,1.350822
1248,1.35096
1249,1.356195
1250,1.356334
1251,1.366668
1252,1.377003
1253,1.392437
1254,1.397677
1255,1.413113
1256,1.418355
1257,1.418501
1258,1.418646
1259,1.418791
1260,1.418936
1261,1.419081
1262,1.419227
1263,1.414275
1264,1.409322
1265,1.399272
1266,1.38922
1267,1.374069
1268,1.364014
1269,1.353958
1270,1.343901
1271,1.333844
1272,1.318688
1273,1.308628
1274,1.293468
1275,1.278308
1276,1.263145
1277,1.253079
1278,1.237913
1279,1.217648
1280,1.20248
1281,1.187309
1282,1.16704
1283,1.146768
1284,1.126494
1285,1.106218
1286,1.096135
1287,1.070758
1288,1.030085
1289,1.0047
1290,0.984411
1291,0.96412
1292,0.948925
1293,0.933727
1294,0.918527
1295,0.913522
1296,0.89832
1297,0.87802
1298,0.87301
1299,0.852706
1300,0.842596
1301,0.832483
1302,0.807079
1303,0.796964
1304,0.786848
1305,0.771632
1306,0.761513
1307,0.736101
1308,0.710685
1309,0.690364
1310,0.675138
1311,0.654814
1312,0.634488
1313,0.614159
1314,0.593828
1315,0.573495
1316,0.558257
1317,0.543019
1318,0.52268
1319,0.507435
1320,0.49219
1321,0.466749
1322,0.456598
1323,0.446445
1324,0.431194
1325,0.410844
1326,0.385393
1327,0.375233
1328,0.354876
1329,0.339615
1330,0.324352
1331,0.314185
1332,0.293823
1333,0.283653
1334,0.273482
1335,0.26331
1336,0.248038
1337,0.232767
1338,0.22259
1339,0.207313
1340,0.202232
1341,0.186955
1342,0.18187
1343,0.166591
1344,0.156408
1345,0.15132
1346,0.141135
1347,0.130949
1348,0.125859
1349,0.120768
1350,0.115677
1351,0.110586
1352,0.110591
1353,0.090207
1354,0.085113
1355,0.07492
1356,0.064727
1357,0.05963
1358,0.054532
1359,0.049434
1360,0.044335
1361,0.039236
1362,0.034136
1363,0.029037
1364,0.029034
1365,0.023933
1366,0.018832
1367,0.023925
1368,0.018823
1369,0.013721
1370,0.023911
1371,0.01881
1372,0.013708
1373,0.018801
1374,0.013699
1375,0.018792
1376,0.01369
1377,0.013685
1378,0.008583
1379,0.008577
1380,0.008572
1381,0.008567
1382,0.013658
1383,0.008557
1384,0.008551
1385,0.008546
1386,0.008541
1387,0.008535
1388,0.003431
1389,0.003425
1390,0.003419
1391,0.003413
1392,0.003408
1393,0.003402
1394,0.003396
1395,-0.001707
1396,-0.001713
1397,-0.00172
1398,-0.001727
1399,-0.001734
1400,0.003357
1401,-0.001746
1402,-0.001752
1403,-0.001759
1404,-0.001765
1405,0.003326
1406,0.00332
1407,0.003314
1408,0.003308
1409,-0.001796
1410,-0.001802
1411,-0.001809
1412,0.003282
1413,0.003276
1414,0.00327
1415,-0.001832
1416,-0.001839
1417,-0.001845
1418,-0.001852
1419,0.003238
1420,0.003232
1421,-0.001871
1422,0.00322
1423,0.003214
1424,0.003208
1425,-0.001895
1426,0.003196
1427,0.008288
1428,0.003184
1429,0.003178
1430,0.003172
1431,-0.001931
1432,0.00316
1433,-0.001943
1434,0.003148
1435,0.003142
1436,0.008234
1437,0.00313
1438,0.008221
1439,0.008216
1440,0.003113
1441,0.008205
1442,0.0082
1443,0.008195
1444,0.003091
1445,0.008183
1446,0.008178
1447,0.008172
1448,0.008166
1449,0.008161
1450,0.008156
1451,0.00815
1452,0.008145
1453,0.003042
1454,0.008134
1455,0.003031
1456,0.008123
1457,0.008117
1458,0.008111
1459,0.008106
1460,0.003003
1461,0.002997
1462,0.008089
1463,0.008084
1464,0.008078
1465,0.008073
1466,0.008068
1467,0.008062
1468,0.008056
1469,0.0080510000000000009
1470,0.008045
1471,0.002942
1472,0.008034
1473,0.008029
1474,0.013121
1475,0.008019
1476,0.013111
1477,0.008008
1478,0.008002
1479,0.007997
1480,0.007992
1481,0.007987
1482,0.007981
1483,0.002878
1484,0.002872
1485,0.002866
1486,0.007959
1487,0.007953
1488,0.007947
1489,0.007941
1490,0.007936
1491,0.007931
1492,0.002828
1493,0.00792
1494,0.007914
1495,0.002811
1496,0.002805
1497,0.002799
1498,0.00789
1499,0.002787
1500,0.002781
1501,0.002775
1502,-0.002327
1503,0.002763
1504,0.002757
1505,0.002752
1506,0.002746
1507,0.007837
1508,0.002733
1509,0.002728
1510,0.002722
1511,0.002716
1512,0.00271
1513,-0.002393
1514,0.002698
1515,-0.002405
1516,-0.002411
1517,-0.002418
1518,-0.002425
1519,-0.002432
1520,-0.002438
1521,-0.002444
1522,-0.002451
1523,0.007738
1524,0.002635
1525,-0.002468
1526,-0.007573
1527,-0.002482
1528,0.002608
1529,0.002602
1530,-0.002501
1531,-0.002507
1532,-0.002513
1533,0.002577
1534,-0.002526
1535,-0.002532
1536,-0.002538
1537,-0.002545
1538,-0.002552
1539,-0.002559
1540,-0.002565
1541,-0.007669
1542,-0.012773
1543,-0.007684
1544,-0.007691
1545,-0.0026
1546,-0.002606
1547,0.002484
1548,0.002477
1549,0.002472
1550,-0.002631
1551,-0.002638
1552,-0.002644
1553,-0.00265
1554,0.00244
1555,0.002435
1556,0.007527
1557,0.002423
1558,0.007514
1559,0.002411
1560,0.007503
1561,0.012595
1562,0.01259
1563,0.007488
1564,0.007483
1565,0.007478
1566,0.01257
1567,0.007467
1568,0.012558
1569,0.012554
1570,0.022744
1571,0.027838
1572,0.032932
1573,0.03293
1574,0.038025
1575,0.038023
1576,0.043118
1577,0.043116
1578,0.048212
1579,0.053308
1580,0.053307
1581,0.058405
1582,0.063502
1583,0.068601
1584,0.083895
1585,0.088995
1586,0.099193
1587,0.104295
1588,0.114494
1589,0.119598
1590,0.114507
1591,0.124708
1592,0.129812
1593,0.134918
1594,0.140023
1595,0.155325
1596,0.165531
1597,0.170639
1598,0.175748
1599,0.191054
1600,0.196165
1601,0.21657
1602,0.21149
1603,0.226798
1604,0.231914
1605,0.247225
1606,0.25744
1607,0.267656
1608,0.28297
1609,0.293189
1610,0.303409
1611,0.308534
1612,0.323852
1613,0.334076
1614,0.3443
1615,0.354526
1616,0.36985
1617,0.37498
1618,0.390306
1619,0.405634
1620,0.415866
1621,0.436294
1622,0.441432
1623,0.451667
1624,0.456807
1625,0.467045
1626,0.48238
1627,0.49262
1628,0.507958
1629,0.518201
1630,0.528445
1631,0.53869
1632,0.548936
1633,0.559183
1634,0.57453
1635,0.589877
1636,0.600128
1637,0.620575
1638,0.641025
1639,0.656379
1640,0.666638
1641,0.687093
1642,0.697354
1643,0.712715
1644,0.728077
1645,0.748539
1646,0.763904
1647,0.774174
1648,0.784444
1649,0.794716
1650,0.810088
1651,0.820362
1652,0.840833
1653,0.846014
1654,0.866488
1655,0.876769
1656,0.892148
1657,0.902431
1658,0.917813
1659,0.928099
1660,0.938386
1661,0.953773
1662,0.96916
1663,0.989646
1664,0.99994
1665,1.015333
1666,1.02563
1667,1.041024
1668,1.066615
1669,1.082015
1670,1.102514
1671,1.102625
1672,1.11293
1673,1.118139
1674,1.133545
1675,1.148951
1676,1.154164
1677,1.164475
1678,1.174786
1679,1.180003
1680,1.190317
1681,1.200632
1682,1.200753
1683,1.205971
1684,1.21119
1685,1.221508
1686,1.216533
1687,1.231948
1688,1.237168
1689,1.247488
1690,1.257809
1691,1.268131
1692,1.28865
1693,1.298976
1694,1.304204
1695,1.319629
1696,1.335055
1697,1.345384
1698,1.355715
1699,1.36095
1700,1.371283
1701,1.386714
1702,1.386854
1703,1.392093
1704,1.407527
1705,1.40767
1706,1.407813
1707,1.413052
1708,1.408097
1709,1.40824
1710,1.41348
1711,1.413623
1712,1.418865
1713,1.424105
1714,1.42425
1715,1.429492
1716,1.424539
1717,1.424683
1718,1.41973
1719,1.414775
1720,1.414919
1721,1.39977
1722,1.394814
1723,1.379662
1724,1.379801
1725,1.369746
1726,1.359689
1727,1.344534
1728,1.334474
1729,1.329511
1730,1.314353
1731,1.309387
1732,1.309519
1733,1.304554
1734,1.29449
1735,1.294621
1736,1.299848
1737,1.289783
1738,1.284814
1739,1.284943
1740,1.274878
1741,1.269909
1742,1.259841
1743,1.25487
1744,1.239704
1745,1.23473
1746,1.219562
1747,1.209488
1748,1.199414
1749,1.184241
1750,1.174164
1751,1.158988
1752,1.154007
1753,1.143927
1754,1.138943
1755,1.128862
1756,1.123877
1757,1.11889
1758,1.113904
1759,1.108917
1760,1.109027
1761,1.098942
1762,1.078661
1763,1.068573
1764,1.053386
1765,1.043295
1766,1.033203
1767,1.018013
1768,0.997723
1769,0.982528
1770,0.967333
1771,0.952135
1772,0.931838
1773,0.921734
1774,0.906532
1775,0.891328
1776,0.876122
1777,0.855817
1778,0.835509
1779,0.820297
1780,0.799986
1781,0.789868
1782,0.769554
1783,0.749238
1784,0.718725
