t,y
329,0.398189
330,0.393092
331,0.403287
332,0.393092
333,0.398189
334,0.398189
335,0.393092
336,0.393092
337,0.393092
338,0.398189
339,0.398189
340,0.393092
341,0.393092
342,0.393092
343,0.387994
344,0.393092
345,0.398189
346,0.398189
347,0.393092
348,0.393092
349,0.393092
350,0.393092
351,0.398189
352,0.393092
353,0.398189
354,0.393092
355,0.393092
356,0.382897
357,0.393092
358,0.393092
359,0.393092
360,0.393092
361,0.398189
362,0.387994
363,0.387994
364,0.387994
365,0.393092
366,0.387994
367,0.387994
368,0.387994
369,0.387994
370,0.387994
371,0.387994
372,0.387994
373,0.387994
374,0.387994
375,0.387994
376,0.382897
377,0.382897
378,0.382897
379,0.387994
380,0.382897
381,0.382897
382,0.382897
383,0.382897
384,0.387994
385,0.387994
386,0.382897
387,0.387994
388,0.382897
389,0.382897
390,0.382897
391,0.382897
392,0.387994
393,0.382897
394,0.382897
395,0.382897
396,0.382897
397,0.382897
398,0.382897
399,0.382897
400,0.382897
401,0.387994
402,0.382897
403,0.377799
404,0.377799
405,0.382897
406,0.377799
407,0.382897
408,0.382897
409,0.382897
410,0.377799
411,0.377799
412,0.382897
413,0.382897
414,0.387994
415,0.377799
416,0.377799
417,0.382897
418,0.382897
419,0.377799
420,0.382897
421,0.377799
422,0.382897
423,0.382897
424,0.382897
425,0.382897
426,0.382897
427,0.377799
428,0.377799
429,0.382897
430,0.377799
431,0.377799
432,0.382897
433,0.377799
434,0.377799
435,0.377799
436,0.377799
437,0.377799
438,0.377799
439,0.382897
440,0.382897
441,0.382897
442,0.382897
443,0.382897
444,0.387994
445,0.382897
446,0.382897
447,0.393092
448,0.393092
449,0.387994
450,0.393092
451,0.393092
452,0.382897
453,0.393092
454,0.393092
455,0.393092
456,0.393092
457,0.398189
458,0.393092
459,0.398189
460,0.393092
461,0.393092
462,0.398189
463,0.398189
464,0.398189
465,0.403287
466,0.403287
467,0.403287
468,0.398189
469,0.398189
470,0.398189
471,0.403287
472,0.403287
473,0.403287
474,0.403287
475,0.398189
476,0.403287
477,0.403287
478,0.403287
479,0.398189
480,0.403287
481,0.408384
482,0.408384
483,0.408384
484,0.403287
485,0.408384
486,0.408384
487,0.408384
488,0.408384
489,0.408384
490,0.403287
491,0.408384
492,0.403287
493,0.408384
494,0.403287
495,0.403287
496,0.398189
497,0.403287
498,0.403287
499,0.403287
500,0.398189
501,0.403287
502,0.403287
503,0.408384
504,0.403287
505,0.403287
506,0.398189
507,0.403287
508,0.398189
509,0.403287
510,0.403287
511,0.403287
512,0.403287
513,0.408384
514,0.408384
515,0.403287
516,0.403287
517,0.403287
518,0.408384
519,0.403287
520,0.408384
521,0.403287
522,0.408384
523,0.408384
524,0.408384
525,0.408384
526,0.408384
527,0.408384
528,0.408384
529,0.408384
530,0.408384
531,0.403287
532,0.403287
533,0.408384
534,0.403287
535,0.403287
536,0.403287
537,0.408384
538,0.403287
539,0.408384
540,0.408384
541,0.408384
542,0.408384
543,0.408384
544,0.403287
545,0.403287
546,0.408384
547,0.403287
548,0.403287
549,0.408384
550,0.403287
551,0.408384
552,0.403287
553,0.408384
554,0.408384
555,0.398189
556,0.413482
557,0.398189
558,0.403287
559,0.403287
560,0.403287
561,0.408384
562,0.408384
563,0.408384
564,0.408384
565,0.408384
566,0.408384
567,0.413482
568,0.408384
569,0.408384
570,0.403287
571,0.403287
572,0.398189
573,0.403287
574,0.408384
575,0.408384
576,0.408384
577,0.403287
578,0.403287
579,0.403287
580,0.403287
581,0.403287
582,0.408384
583,0.403287
584,0.403287
585,0.403287
586,0.403287
587,0.398189
588,0.403287
589,0.403287
590,0.403287
591,0.403287
592,0.398189
593,0.403287
594,0.403287
595,0.398189
596,0.403287
597,0.403287
598,0.403287
599,0.403287
600,0.403287
601,0.403287
602,0.398189
603,0.403287
604,0.398189
605,0.403287
606,0.398189
607,0.398189
608,0.408384
609,0.398189
610,0.403287
611,0.403287
612,0.398189
613,0.398189
614,0.408384
615,0.408384
616,0.398189
617,0.398189
618,0.403287
619,0.398189
620,0.398189
621,0.403287
622,0.403287
623,0.403287
624,0.403287
625,0.403287
626,0.403287
627,0.403287
628,0.403287
629,0.403287
630,0.398189
631,0.403287
632,0.408384
633,0.408384
634,0.403287
635,0.403287
636,0.403287
637,0.398189
638,0.408384
639,0.403287
640,0.398189
641,0.403287
642,0.403287
643,0.408384
644,0.403287
645,0.398189
646,0.398189
647,0.403287
648,0.403287
649,0.403287
650,0.398189
651,0.403287
652,0.403287
653,0.403287
654,0.403287
655,0.403287
656,0.403287
657,0.403287
658,0.403287
659,0.403287
660,0.403287
661,0.403287
662,0.403287
663,0.398189
664,0.403287
665,0.408384
666,0.403287
667,0.403287
668,0.403287
669,0.403287
670,0.403287
671,0.403287
672,0.403287
673,0.403287
674,0.398189
675,0.403287
676,0.398189
677,0.403287
678,0.403287
679,0.398189
680,0.403287
681,0.398189
682,0.403287
683,0.403287
684,0.403287
685,0.398189
686,0.403287
687,0.403287
688,0.403287
689,0.403287
690,0.403287
691,0.403287
692,0.408384
693,0.403287
694,0.403287
695,0.403287
696,0.403287
697,0.403287
698,0.398189
699,0.398189
700,0.403287
701,0.403287
702,0.403287
703,0.403287
704,0.403287
705,0.398189
706,0.398189
707,0.398189
708,0.403287
709,0.403287
710,0.403287
711,0.403287
712,0.403287
713,0.408384
714,0.403287
715,0.398189
716,0.403287
717,0.403287
718,0.398189
719,0.398189
720,0.398189
721,0.398189
722,0.398189
723,0.398189
724,0.398189
725,0.393092
726,0.398189
727,0.398189
728,0.393092
729,0.398189
730,0.393092
731,0.393092
732,0.398189
733,0.398189
734,0.398189
735,0.403287
736,0.403287
737,0.403287
738,0.398189
739,0.403287
740,0.403287
741,0.398189
742,0.403287
743,0.408384
744,0.408384
745,0.413482
746,0.408384
747,0.408384
748,0.413482
749,0.418579
750,0.418579
751,0.428775
752,0.423677
753,0.433872
754,0.433872
755,0.43897
756,0.444067
757,0.444067
758,0.449165
759,0.449165
760,0.444067
761,0.449165
762,0.454262
763,0.454262
764,0.454262
765,0.454262
766,0.45936
767,0.45936
768,0.45936
769,0.464457
770,0.45936
771,0.45936
772,0.464457
773,0.464457
774,0.464457
775,0.464457
776,0.464457
777,0.464457
778,0.464457
779,0.469555
780,0.469555
781,0.474652
782,0.47975
783,0.484847
784,0.489945
785,0.495042
786,0.50014
787,0.50014
788,0.510335
789,0.515432
790,0.52053
791,0.525627
792,0.535823
793,0.546018
794,0.551115
795,0.56131
796,0.566408
797,0.5817
798,0.596993
799,0.607188
800,0.617383
801,0.627578
802,0.632675
803,0.642871
804,0.658163
805,0.658163
806,0.678553
807,0.688748
808,0.704041
809,0.724431
810,0.749919
811,0.770309
812,0.785601
813,0.800894
814,0.811089
815,0.816186
816,0.831479
817,0.851869
818,0.862064
819,0.877357
820,0.897747
821,0.907942
822,0.928332
823,0.938527
824,0.958917
825,0.979307
826,0.9946
827,1.01499
828,1.030282
829,1.050672
830,1.07616
831,1.101648
832,1.11694
833,1.122038
834,1.142428
835,1.152623
836,1.173013
837,1.17811
838,1.198501
839,1.203598
840,1.213793
841,1.234183
842,1.244378
843,1.259671
844,1.280061
845,1.300451
846,1.320841
847,1.341231
848,1.361621
849,1.376914
850,1.392206
851,1.422792
852,1.438084
853,1.443182
854,1.453377
855,1.468669
856,1.473767
857,1.489059
858,1.504352
859,1.509449
860,1.524742
861,1.52984
862,1.534937
863,1.540035
864,1.55023
865,1.55023
866,1.555327
867,1.555327
868,1.560425
869,1.560425
870,1.560425
871,1.560425
872,1.555327
873,1.55023
874,1.545132
875,1.540035
876,1.545132
877,1.534937
878,1.534937
879,1.52984
880,1.534937
881,1.52984
882,1.534937
883,1.52984
884,1.524742
885,1.52984
886,1.524742
887,1.524742
888,1.514547
889,1.509449
890,1.504352
891,1.499254
892,1.489059
893,1.478864
894,1.473767
895,1.463572
896,1.453377
897,1.448279
898,1.443182
899,1.427889
900,1.422792
901,1.397304
902,1.387109
903,1.366719
904,1.356524
905,1.336134
906,1.320841
907,1.305549
908,1.295354
909,1.280061
910,1.264768
911,1.249476
912,1.234183
913,1.218891
914,1.203598
915,1.188306
916,1.167915
917,1.152623
918,1.132233
919,1.11694
920,1.106745
921,1.07616
922,1.050672
923,1.030282
924,1.009892
925,0.984405
926,0.969112
927,0.948722
928,0.928332
929,0.907942
930,0.897747
931,0.887552
932,0.887552
933,0.892649
934,0.892649
935,0.892649
936,0.892649
937,0.897747
938,0.892649
939,0.892649
940,0.887552
941,0.887552
942,0.887552
943,0.882454
944,0.872259
945,0.867162
946,0.867162
947,0.856966
948,0.856966
949,0.846771
950,0.836576
951,0.821284
952,0.816186
953,0.816186
954,0.805991
955,0.795796
956,0.795796
957,0.785601
958,0.785601
959,0.775406
960,0.760114
961,0.739723
962,0.739723
963,0.719333
964,0.714236
965,0.704041
966,0.693846
967,0.683651
968,0.673456
969,0.663261
970,0.653066
971,0.642871
972,0.632675
973,0.627578
974,0.617383
975,0.607188
976,0.591895
977,0.5817
978,0.566408
979,0.56131
980,0.546018
981,0.535823
982,0.530725
983,0.52053
984,0.510335
985,0.50014
986,0.495042
987,0.484847
988,0.474652
989,0.469555
990,0.464457
991,0.45936
992,0.45936
993,0.449165
994,0.444067
995,0.428775
996,0.423677
997,0.413482
998,0.408384
999,0.403287
1000,0.398189
1001,0.393092
1002,0.393092
1003,0.387994
1004,0.382897
1005,0.382897
1006,0.372702
1007,0.382897
1008,0.377799
1009,0.382897
1010,0.377799
1011,0.377799
1012,0.377799
1013,0.377799
1014,0.377799
1015,0.372702
1016,0.377799
1017,0.377799
1018,0.372702
1019,0.372702
1020,0.372702
1021,0.372702
1022,0.372702
1023,0.372702
1024,0.372702
1025,0.367604
1026,0.372702
1027,0.372702
1028,0.367604
1029,0.367604
1030,0.367604
1031,0.372702
1032,0.367604
1033,0.367604
1034,0.367604
1035,0.367604
1036,0.367604
1037,0.367604
1038,0.362507
1039,0.362507
1040,0.362507
1041,0.362507
1042,0.362507
1043,0.362507
1044,0.367604
1045,0.362507
1046,0.362507
1047,0.367604
1048,0.362507
1049,0.362507
1050,0.362507
1051,0.362507
1052,0.362507
1053,0.362507
1054,0.362507
1055,0.362507
1056,0.362507
1057,0.367604
1058,0.362507
1059,0.362507
1060,0.367604
1061,0.362507
1062,0.362507
1063,0.362507
1064,0.362507
1065,0.367604
1066,0.367604
1067,0.362507
1068,0.362507
1069,0.367604
1070,0.367604
1071,0.372702
1072,0.367604
1073,0.367604
1074,0.367604
1075,0.367604
1076,0.367604
1077,0.367604
1078,0.367604
1079,0.367604
1080,0.367604
1081,0.372702
1082,0.372702
1083,0.372702
1084,0.372702
1085,0.362507
1086,0.372702
1087,0.372702
1088,0.367604
1089,0.367604
1090,0.372702
1091,0.362507
1092,0.372702
1093,0.367604
1094,0.372702
1095,0.367604
1096,0.372702
1097,0.377799
1098,0.367604
1099,0.372702
1100,0.372702
1101,0.372702
1102,0.377799
1103,0.377799
1104,0.377799
1105,0.382897
1106,0.387994
1107,0.387994
1108,0.398189
1109,0.403287
1110,0.413482
1111,0.418579
1112,0.433872
1113,0.428775
1114,0.43897
1115,0.444067
1116,0.449165
1117,0.454262
1118,0.454262
1119,0.45936
1120,0.45936
1121,0.464457
1122,0.469555
1123,0.474652
1124,0.47975
1125,0.47975
1126,0.484847
1127,0.489945
1128,0.489945
1129,0.50014
1130,0.510335
1131,0.52053
1132,0.530725
1133,0.551115
1134,0.56131
1135,0.576603
1136,0.5817
1137,0.596993
1138,0.612285
1139,0.617383
1140,0.632675
1141,0.647968
1142,0.663261
1143,0.678553
1144,0.698943
1145,0.724431
1146,0.739723
1147,0.770309
1148,0.790699
1149,0.800894
1150,0.816186
1151,0.831479
1152,0.851869
1153,0.867162
1154,0.892649
1155,0.918137
1156,0.933429
1157,0.958917
1158,0.984405
1159,1.01499
1160,1.03538
1161,1.060867
1162,1.09655
1163,1.11694
1164,1.122038
1165,1.142428
1166,1.167915
1167,1.193403
1168,1.213793
1169,1.234183
1170,1.259671
1171,1.274963
1172,1.305549
1173,1.331036
1174,1.351426
1175,1.376914
1176,1.407499
1177,1.432987
1178,1.443182
1179,1.463572
1180,1.478864
1181,1.489059
1182,1.509449
1183,1.524742
1184,1.534937
1185,1.555327
1186,1.565522
1187,1.580815
1188,1.596107
1189,1.616497
1190,1.636888
1191,1.65218
1192,1.67257
1193,1.687863
1194,1.703155
1195,1.723545
1196,1.743936
1197,1.764326
1198,1.769423
1199,1.774521
1200,1.789813
1201,1.794911
1202,1.810203
1203,1.820398
1204,1.830593
1205,1.835691
1206,1.845886
1207,1.856081
1208,1.871374
1209,1.876471
1210,1.891764
1211,1.907056
1212,1.917251
1213,1.927446
1214,1.937641
1215,1.942739
1216,1.947836
1217,1.952934
1218,1.947836
1219,1.942739
1220,1.932544
1221,1.891764
1222,1.891764
1223,1.891764
1224,1.896861
1225,1.901959
1226,1.901959
1227,1.907056
1228,1.896861
1229,1.896861
1230,1.886666
1231,1.876471
1232,1.871374
1233,1.866276
1234,1.856081
1235,1.845886
1236,1.835691
1237,1.820398
1238,1.805106
1239,1.800008
1240,1.779618
1241,1.769423
1242,1.764326
1243,1.743936
1244,1.733741
1245,1.71335
1246,1.708253
1247,1.703155
1248,1.703155
1249,1.708253
1250,1.708253
1251,1.718448
1252,1.728643
1253,1.743936
1254,1.749033
1255,1.764326
1256,1.769423
1257,1.769423
1258,1.769423
1259,1.769423
1260,1.769423
1261,1.769423
1262,1.769423
1263,1.764326
1264,1.759228
1265,1.749033
1266,1.738838
1267,1.723545
1268,1.71335
1269,1.703155
1270,1.69296
1271,1.682765
1272,1.667473
1273,1.657278
1274,1.641985
1275,1.626693
1276,1.6114
1277,1.601205
1278,1.585912
1279,1.565522
1280,1.55023
1281,1.534937
1282,1.514547
1283,1.494157
1284,1.473767
1285,1.453377
1286,1.443182
1287,1.417694
1288,1.376914
1289,1.351426
1290,1.331036
1291,1.310646
1292,1.295354
1293,1.280061
1294,1.264768
1295,1.259671
1296,1.244378
1297,1.223988
1298,1.218891
1299,1.198501
1300,1.188306
1301,1.17811
1302,1.152623
1303,1.142428
1304,1.132233
1305,1.11694
1306,1.106745
1307,1.081258
1308,1.05577
1309,1.03538
1310,1.020087
1311,0.999697
1312,0.979307
1313,0.958917
1314,0.938527
1315,0.918137
1316,0.902844
1317,0.887552
1318,0.867162
1319,0.851869
1320,0.836576
1321,0.811089
1322,0.800894
1323,0.790699
1324,0.775406
1325,0.755016
1326,0.729528
1327,0.719333
1328,0.698943
1329,0.683651
1330,0.668358
1331,0.658163
1332,0.637773
1333,0.627578
1334,0.617383
1335,0.607188
1336,0.591895
1337,0.576603
1338,0.566408
1339,0.551115
1340,0.546018
1341,0.530725
1342,0.525627
1343,0.510335
1344,0.50014
1345,0.495042
1346,0.484847
1347,0.474652
1348,0.469555
1349,0.464457
1350,0.45936
1351,0.454262
1352,0.454262
1353,0.433872
1354,0.428775
1355,0.418579
1356,0.408384
1357,0.403287
1358,0.398189
1359,0.393092
1360,0.387994
1361,0.382897
1362,0.377799
1363,0.372702
1364,0.372702
1365,0.367604
1366,0.362507
1367,0.367604
1368,0.362507
1369,0.357409
1370,0.367604
1371,0.362507
1372,0.357409
1373,0.362507
1374,0.357409
1375,0.362507
1376,0.357409
1377,0.357409
1378,0.352312
1379,0.352312
1380,0.352312
1381,0.352312
1382,0.357409
1383,0.352312
1384,0.352312
1385,0.352312
1386,0.352312
1387,0.352312
1388,0.347214
1389,0.347214
1390,0.347214
1391,0.347214
1392,0.347214
1393,0.347214
1394,0.347214
1395,0.342117
1396,0.342117
1397,0.342117
1398,0.342117
1399,0.342117
1400,0.347214
1401,0.342117
1402,0.342117
1403,0.342117
1404,0.342117
1405,0.347214
1406,0.347214
1407,0.347214
1408,0.347214
1409,0.342117
1410,0.342117
1411,0.342117
1412,0.347214
1413,0.347214
1414,0.347214
1415,0.342117
1416,0.342117
1417,0.342117
1418,0.342117
1419,0.347214
1420,0.347214
1421,0.342117
1422,0.347214
1423,0.347214
1424,0.347214
1425,0.342117
1426,0.347214
1427,0.352312
1428,0.347214
1429,0.347214
1430,0.347214
1431,0.342117
1432,0.347214
1433,0.342117
1434,0.347214
1435,0.347214
1436,0.352312
1437,0.347214
1438,0.352312
1439,0.352312
1440,0.347214
1441,0.352312
1442,0.352312
1443,0.352312
1444,0.347214
1445,0.352312
1446,0.352312
1447,0.352312
1448,0.352312
1449,0.352312
1450,0.352312
1451,0.352312
1452,0.352312
1453,0.347214
1454,0.352312
1455,0.347214
1456,0.352312
1457,0.352312
1458,0.352312
1459,0.352312
1460,0.347214
1461,0.347214
1462,0.352312
1463,0.352312
1464,0.352312
1465,0.352312
1466,0.352312
1467,0.352312
1468,0.352312
1469,0.352312
1470,0.352312
1471,0.347214
1472,0.352312
1473,0.352312
1474,0.357409
1475,0.352312
1476,0.357409
1477,0.352312
1478,0.352312
1479,0.352312
1480,0.352312
1481,0.352312
1482,0.352312
1483,0.347214
1484,0.347214
1485,0.347214
1486,0.352312
1487,0.352312
1488,0.352312
1489,0.352312
1490,0.352312
1491,0.352312
1492,0.347214
1493,0.352312
1494,0.352312
1495,0.347214
1496,0.347214
1497,0.347214
1498,0.352312
1499,0.347214
1500,0.347214
1501,0.347214
1502,0.342117
1503,0.347214
1504,0.347214
1505,0.347214
1506,0.347214
1507,0.352312
1508,0.347214
1509,0.347214
1510,0.347214
1511,0.347214
1512,0.347214
1513,0.342117
1514,0.347214
1515,0.342117
1516,0.342117
1517,0.342117
1518,0.342117
1519,0.342117
1520,0.342117
1521,0.342117
1522,0.342117
1523,0.352312
1524,0.347214
1525,0.342117
1526,0.337019
1527,0.342117
1528,0.347214
1529,0.347214
1530,0.342117
1531,0.342117
1532,0.342117
1533,0.347214
1534,0.342117
1535,0.342117
1536,0.342117
1537,0.342117
1538,0.342117
1539,0.342117
1540,0.342117
1541,0.337019
1542,0.331922
1543,0.337019
1544,0.337019
1545,0.342117
1546,0.342117
1547,0.347214
1548,0.347214
1549,0.347214
1550,0.342117
1551,0.342117
1552,0.342117
1553,0.342117
1554,0.347214
1555,0.347214
1556,0.352312
1557,0.347214
1558,0.352312
1559,0.347214
1560,0.352312
1561,0.357409
1562,0.357409
1563,0.352312
1564,0.352312
1565,0.352312
1566,0.357409
1567,0.352312
1568,0.357409
1569,0.357409
1570,0.367604
1571,0.372702
1572,0.377799
1573,0.377799
1574,0.382897
1575,0.382897
1576,0.387994
1577,0.387994
1578,0.393092
1579,0.398189
1580,0.398189
1581,0.403287
1582,0.408384
1583,0.413482
1584,0.428775
1585,0.433872
1586,0.444067
1587,0.449165
1588,0.45936
1589,0.464457
1590,0.45936
1591,0.469555
1592,0.474652
1593,0.47975
1594,0.484847
1595,0.50014
1596,0.510335
1597,0.515432
1598,0.52053
1599,0.535823
1600,0.54092
1601,0.56131
1602,0.556213
1603,0.571505
1604,0.576603
1605,0.591895
1606,0.60209
1607,0.612285
1608,0.627578
1609,0.637773
1610,0.647968
1611,0.653066
1612,0.668358
1613,0.678553
1614,0.688748
1615,0.698943
1616,0.714236
1617,0.719333
1618,0.734626
1619,0.749919
1620,0.760114
1621,0.780504
1622,0.785601
1623,0.795796
1624,0.800894
1625,0.811089
1626,0.826381
1627,0.836576
1628,0.851869
1629,0.862064
1630,0.872259
1631,0.882454
1632,0.892649
1633,0.902844
1634,0.918137
1635,0.933429
1636,0.943624
1637,0.964014
1638,0.984405
1639,0.999697
1640,1.009892
1641,1.030282
1642,1.040477
1643,1.05577
1644,1.071062
1645,1.091453
1646,1.106745
1647,1.11694
1648,1.127135
1649,1.13733
1650,1.152623
1651,1.162818
1652,1.183208
1653,1.188306
1654,1.208696
1655,1.218891
1656,1.234183
1657,1.244378
1658,1.259671
1659,1.269866
1660,1.280061
1661,1.295354
1662,1.310646
1663,1.331036
1664,1.341231
1665,1.356524
1666,1.366719
1667,1.382011
1668,1.407499
1669,1.422792
1670,1.443182
1671,1.443182
1672,1.453377
1673,1.458474
1674,1.473767
1675,1.489059
1676,1.494157
1677,1.504352
1678,1.514547
1679,1.519645
1680,1.52984
1681,1.540035
1682,1.540035
1683,1.545132
1684,1.55023
1685,1.560425
1686,1.555327
1687,1.57062
1688,1.575717
1689,1.585912
1690,1.596107
1691,1.606302
1692,1.626693
1693,1.636888
1694,1.641985
1695,1.657278
1696,1.67257
1697,1.682765
1698,1.69296
1699,1.698058
1700,1.708253
1701,1.723545
1702,1.723545
1703,1.728643
1704,1.743936
1705,1.743936
1706,1.743936
1707,1.749033
1708,1.743936
1709,1.743936
1710,1.749033
1711,1.749033
1712,1.754131
1713,1.759228
1714,1.759228
1715,1.764326
1716,1.759228
1717,1.759228
1718,1.754131
1719,1.749033
1720,1.749033
1721,1.733741
1722,1.728643
1723,1.71335
1724,1.71335
1725,1.703155
1726,1.69296
1727,1.677668
1728,1.667473
1729,1.662375
1730,1.647083
1731,1.641985
1732,1.641985
1733,1.636888
1734,1.626693
1735,1.626693
1736,1.63179
1737,1.621595
1738,1.616497
1739,1.616497
1740,1.606302
1741,1.601205
1742,1.59101
1743,1.585912
1744,1.57062
1745,1.565522
1746,1.55023
1747,1.540035
1748,1.52984
1749,1.514547
1750,1.504352
1751,1.489059
1752,1.483962
1753,1.473767
1754,1.468669
1755,1.458474
1756,1.453377
1757,1.448279
1758,1.443182
1759,1.438084
1760,1.438084
1761,1.427889
1762,1.407499
1763,1.397304
1764,1.382011
1765,1.371816
1766,1.361621
1767,1.346329
1768,1.325939
1769,1.310646
1770,1.295354
1771,1.280061
1772,1.259671
1773,1.249476
1774,1.234183
1775,1.218891
1776,1.203598
1777,1.183208
1778,1.162818
1779,1.147525
1780,1.127135
1781,1.11694
1782,1.09655
1783,1.07616
1784,1.045575
1785,1.025185
1786,1.004795
1787,0.984405
1788,0.964014
1789,0.943624
1790,0.923234
1791,0.902844
1792,0.882454
1793,0.872259
1794,0.851869
1795,0.826381
1796,0.811089
1797,0.795796
1798,0.785601
1799,0.775406
1800,0.744821
1801,0.724431
1802,0.704041
1803,0.688748
1804,0.673456
1805,0.658163
1806,0.642871
1807,0.632675
1808,0.62248
1809,0.617383
1810,0.596993
1811,0.571505
1812,0.566408
1813,0.551115
1814,0.54092
1815,0.530725
1816,0.515432
1817,0.510335
1818,0.50014
1819,0.484847
1820,0.47975
1821,0.469555
1822,0.469555
1823,0.464457
1824,0.45936
1825,0.454262
1826,0.444067
1827,0.428775
1828,0.423677
1829,0.413482
1830,0.403287
1831,0.398189
1832,0.387994
1833,0.382897
1834,0.382897
1835,0.377799
1836,0.377799
1837,0.367604
1838,0.362507
1839,0.362507
1840,0.362507
1841,0.357409
1842,0.357409
1843,0.352312
1844,0.352312
1845,0.347214
1846,0.342117
1847,0.342117
1848,0.342117
1849,0.337019
1850,0.331922
1851,0.331922
1852,0.331922
1853,0.326824
1854,0.337019
1855,0.331922
1856,0.331922
1857,0.331922
1858,0.326824
1859,0.326824
1860,0.331922
1861,0.331922
1862,0.326824
1863,0.326824
1864,0.326824
1865,0.321727
1866,0.326824
1867,0.326824
1868,0.326824
1869,0.326824
1870,0.326824
1871,0.321727
1872,0.326824
